,id,unit,name,start,end,agency,acres,cause,start_year,end_year,intensity
806,MEU-4691,MENDOCINO,SHAMROCK EAST LIGHTNING,2008-06-21,2008-07-12,CDF,469.0,LIGHTNING,2008,2008,0.0024422249763067726
807,MEU-4639,MENDOCINO,BRUSHY 1  LIGHTNING,2008-06-21,2008-07-09,CDF,391.0,LIGHTNING,2008,2008,0.0020360553640425333
808,SHU-4743,SHASTA,COLEMAN FISH HATCHERY R3,2008-06-21,2008-07-02,CDF,388.0,LIGHTNING,2008,2008,0.002020433455878524
809,MEU-4673,MENDOCINO,OSO LIGHTNING,2008-06-21,2008-07-13,CDF,373.0,LIGHTNING,2008,2008,0.001942323915058478
810,MEU-4669,MENDOCINO,BRUSHY 3 LIGHTNING,2008-06-21,2008-07-13,CDF,327.0,LIGHTNING,2008,2008,0.0017027879898770036
798,SHU-5568,SHASTA,STEIN,2008-06-21,2008-07-07,CDF,1148.0,LIGHTNING,2008,2008,0.00597798352409419
786,MNF-579,"LAKE, MENDOCINO/
TEHAMA",(MERGED WITH YOLLA BOLLY COMPLEX),2008-06-21,2008-06-29,USFS,3000.0,LIGHTNING,2008,2008,0.015621908164009206
805,SHU-4772,SHASTA,DONKEY MINE RD/OAK RU,2008-06-21,2008-07-02,CDF,557.0,LIGHTNING,2008,2008,0.002900467615784376
784,MEU-4653,MENDOCINO,SQUAW 1 LIGHTNING 2,2008-06-21,2008-07-13,CDF,3000.0,LIGHTNING,2008,2008,0.015621908164009206
785,MEU-4703,MENDOCINO,DAUGHERTY/GATE LIGHTNING,2008-06-21,2008-07-13,CDF,3000.0,LIGHTNING,2008,2008,0.015621908164009206
762,KNF-2975,SISKIYOU,SISKIYOU / BLUE 2 COMPLEX,2008-06-21,2008-06-21,USFS,82186.0,LIGHTNING,2008,2008,0.4279673814557535
763,PNF-0539,PLUMAS,CANYON COMPLEX,2008-06-21,2008-09-30,USFS,47680.0,LIGHTNING,2008,2008,0.24828419375331964
764,SHU-5835,SHASTA,LAKEHEAD,2008-06-21,2008-08-23,CDF,27936.0,LIGHTNING,2008,2008,0.14547120882325373
765,TNF-1011,PLACER,AMERICAN RIVER COMPLEX,2008-06-21,2008-07-30,USFS,20541.0,LIGHTNING,2008,2008,0.10696320519897104
766,LNF-2713,LASSEN,CUB COMPLEX,2008-06-21,2008-07-20,USFS,19718.0,LIGHTNING,2008,2008,0.10267759505931118
767,SHU-5632,TRINITY,PLATINA 4,2008-06-21,2008-07-04,CDF,12980.0,LIGHTNING,2008,2008,0.0675907893229465
768,BTU-7594,BUTTE,FREY,2008-06-21,2008-06-21,CDF,10000.0,MISC.,2008,2008,0.05207302721336402
769,MNF-645,LAKE,SODA COMPLEX,2008-06-21,2008-07-26,USFS,8632.0,LIGHTNING,2008,2008,0.044949437090575826
770,LNF-2782,SHASTA / LASSEN,PETERSON COMPLEX,2008-06-21,2008-07-02,USFS,7842.0,LIGHTNING,2008,2008,0.04083566794072006
771,MEU-4675,MENDOCINO,RED MOUNTAIN 1,2008-06-21,2008-08-01,CDF,7515.0,LIGHTNING,2008,2008,0.03913287995084306
761,LPF-1649,MONTEREY,BASIN COMPLEX,2008-06-21,2008-07-27,USFS,162818.0,LIGHTNING,2008,2008,0.8478426144825504
773,SHU-5582,SHASTA,MOON,2008-06-21,2008-08-09,CDF,6030.0,LIGHTNING,2008,2008,0.03140003540965851
774,SHU-5826,SHASTA,IGO 16,2008-06-21,2008-07-24,CDF,4800.0,LIGHTNING,2008,2008,0.02499505306241473
775,MEU-4623,MENDOCINO,MALLO B,2008-06-21,2008-07-17,CDF,4466.0,LIGHTNING,2008,2008,0.023255813953488372
776,TNF-1015,"YUBA/ NEVADA/
SIERRA",YUBA RIVER COMPLEX,2008-06-21,2008-07-15,USFS,4254.0,LIGHTNING,2008,2008,0.022151865776565055
777,SHU-5626,SHASTA,IGO 6,2008-06-21,2008-07-24,CDF,4200.0,LIGHTNING,2008,2008,0.021870671429612888
778,SHU-5829,SHASTA,IGO 18,2008-06-21,2008-07-24,CDF,4200.0,LIGHTNING,2008,2008,0.021870671429612888
779,LNU-4790,NAPA,WILD,2008-06-21,2008-06-26,CDF,4200.0,UI,2008,2008,0.021870671429612888
780,SHU-4711,SHASTA,STA 57 ONO CDF IGO 2,2008-06-21,2008-07-24,CDF,4000.0,LIGHTNING,2008,2008,0.02082921088534561
781,BEU-2390,SAN BENITO,BROWN COMPLEX,2008-06-21,2008-06-24,CDF,3870.0,LIGHTNING,2008,2008,0.020152261531571878
782,BTU-7581,BUTTE,WEST BRANCH,2008-06-21,2008-06-21,CDF,3206.0,LIGHTNING,2008,2008,0.016694612524604507
783,MEU-4619,MENDOCINO,JACK SMITH LIGHTNING,2008-06-21,2008-07-13,CDF,3000.0,LIGHTNING,2008,2008,0.015621908164009206
772,WNP-1095,SHASTA,WHISKEYTOWN COMPLEX,2008-06-21,2008-07-19,NPS,6420.0,LIGHTNING,2008,2008,0.0334308834709797
819,CZU-5708,SAN MATEO,QUARRY,2008-06-22,2008-06-29,CDF,300.0,UI,2008,2008,0.0015621908164009206
818,LNF-2776,TEHEMA,ANTELOPE,2008-06-22,2008-06-26,USFS,600.0,LIGHTNING,2008,2008,0.003124381632801841
816,SHU-5554,SHASTA,VENTURE,2008-06-22,2008-07-04,CDF,1912.0,LIGHTNING,2008,2008,0.009956362803195201
815,LNF-2781,TEHEMA,MILL COMPLEX,2008-06-22,2008-06-29,USFS,2100.0,LIGHTNING,2008,2008,0.010935335714806444
817,MEU-4752,MENDOCINO,CLIFF RIDGE LIGHTNING,2008-06-22,2008-07-12,CDF,1000.0,LIGHTNING,2008,2008,0.0052073027213364025
813,MEU-4730,MENDOCINO,ORR SPRINGS RD UKV 2,2008-06-22,2008-07-10,CDF,3000.0,LIGHTNING,2008,2008,0.015621908164009206
812,LNU-4843,LAKE/COLUSA,WALKER,2008-06-22,2008-06-29,CDF,15000.0,HUMAN,2008,2008,0.07810954082004604
811,KNF-3393,SISKIYOU,BEAR WALLOW COMPLEX,2008-06-22,2008-09-30,USFS,192038.0,LIGHTNING,2008,2008,1.0
814,LMU-2725,LASSEN,POPCORN,2008-06-22,2008-07-08,CDF,3000.0,LIGHTNING,2008,2008,0.015621908164009206
820,LMU-2759,LASSEN,CORRAL,2008-06-23,2008-07-07,CDF,12500.0,LIGHTNING,2008,2008,0.06509128401670503
821,MMU-8107,MARIPOSA,OLIVER,2008-06-23,2008-07-06,CDF,2789.0,LIGHTNING,2008,2008,0.014523167289807225
822,TGU-4261,TEHAMA,MILL CREEK,2008-06-24,2008-07-01,CDF,13580.0,LIGHTNING,2008,2008,0.07071517095574834
823,MEU-4941,MENDOCINO,JUAN CREEK LIGHTNING,2008-06-27,2008-07-15,CDF,450.0,UI,2008,2008,0.002343286224601381
824,SQF-1356,KERN,PIUTE,2008-06-28,2008-07-25,USFS,37026.0,MISC.,2008,2008,0.19280559056020163
825,MEU-5011,MENDOCINO,HARDY,2008-06-30,2008-06-30,CDF,5581.0,LIGHTNING,2008,2008,0.02906195648777846
826,LPF-1778,SANTA BARBARA,GAP,2008-07-01,2008-07-28,USFS,9443.0,MISC.,2008,2008,0.04917255959757964
827,TUU-348,TULARE,WIGGLE,2008-07-01,2008-07-02,CDF,450.0,ARSON,2008,2008,0.002343286224601381
828,LMU-2934,LASSEN,DIXIE,2008-07-02,2008-07-04,CDF,350.0,LIGHTNING,2008,2008,0.0018225559524677408
829,MEU-5102,MENDOCINO,ORR SPRINGS RD ORR 3,2008-07-03,2008-07-03,CDF,3000.0,LIGHTNING,2008,2008,0.015621908164009206
841,MEU-5170,MENDOCINO,BURGER CK LIGHTNING,2008-07-04,2008-07-12,CDF,528.0,LIGHTNING,2008,2008,0.0027494558368656202
840,MEU-5139,MENDOCINO,CASOOSE CREEK LIGHTNING,2008-07-04,2008-07-04,CDF,550.0,LIGHTNING,2008,2008,0.002864016496735021
839,MEU-5147,MENDOCINO,TRAVIS 3 LIGHTNING,2008-07-04,2008-07-04,CDF,750.0,LIGHTNING,2008,2008,0.0039054770410023015
838,MEU-5152,MENDOCINO,JAMESON LIGHTNING,2008-07-04,2008-07-13,CDF,925.0,LIGHTNING,2008,2008,0.004816755017236172
842,MEU-5148,MENDOCINO,BRUSHY LIGHTNING,2008-07-04,2008-07-15,CDF,391.0,LIGHTNING,2008,2008,0.0020360553640425333
837,MEU-5164,MENDOCINO,HORSE LIGHTNING,2008-07-04,2008-07-08,CDF,1000.0,UI,2008,2008,0.0052073027213364025
834,MEU-5155,MENDOCINO,JACK SMITH LIGHTNING,2008-07-04,2008-07-15,CDF,2000.0,UI,2008,2008,0.010414605442672805
835,MEU-5160,MENDOCINO,LOW GAP 1 LIGHTNING,2008-07-04,2008-07-15,CDF,1700.0,UI,2008,2008,0.008852414626271884
833,MEU-5132,MENDOCINO,BUTCH LIGHTNING,2008-07-04,2008-07-04,CDF,2800.0,LIGHTNING,2008,2008,0.014580447619741926
832,MEU-5159,MENDOCINO,ALBION LIGHTNING,2008-07-04,2008-07-08,CDF,3000.0,LIGHTNING,2008,2008,0.015621908164009206
831,MEU-5165,MENDOCINO,ORR SERIES LIGHTNING,2008-07-04,2008-07-13,CDF,3000.0,LIGHTNING,2008,2008,0.015621908164009206
830,MEU-5167,MENDOCINO,MONTGOMERY FLAT LIGHTNING,2008-07-04,2008-07-15,CDF,3000.0,LIGHTNING,2008,2008,0.015621908164009206
836,MEU-5136,MENDOCINE,LOST PIPE LIGHTNING,2008-07-04,2008-07-10,CDF,1200.0,LIGHTNING,2008,2008,0.006248763265603682
843,MEU-5227,MENDOCINO,TRAVIS 1 LIGHTNING,2008-07-05,2008-07-05,CDF,650.0,LIGHTNING,2008,2008,0.0033847467688686616
844,MEU-5277,MENDOCINO,ALDER CREEK BEACH,2008-07-07,2008-07-07,CDF,1000.0,LIGHTNING,2008,2008,0.0052073027213364025
845,MMU-9015,MERCED,DINO IC,2008-07-10,2008-07-11,CDF,800.0,UNDETERMINE,2008,2008,0.004165842177069122
846,KNP-0020,FRESNO,TEHIPITE,2008-07-19,2008-11-11,NPS,11596.0,LIGHTNING,2008,2008,0.060383882356616916
847,MMU-9594,MERCED,HWY 152 E/ROMERO VI 113,2008-07-21,2008-07-22,CDF,700.0,UNDETERMINE,2008,2008,0.0036451119049354815
848,KNF-3624,SISKIYOU,"PANTHER (transferred to the
Klamath Theater)",2008-07-24,2008-09-30,USFS,72344.0,LIGHTNING,2008,2008,0.3767171080723607
849,PNF-0784,PLUMAS,RICH,2008-07-29,2008-08-10,USFS,6112.0,RAILROAD,2008,2008,0.03182703423280809
850,BTU-9395,BUTTE,CRAIG,2008-08-03,2008-08-11,CDF,2001.0,UI,2008,2008,0.010419812745394141
851,INF-0656,MONO,SHERWIN,2008-08-03,2008-08-08,USFS,300.0,HUMAN,2008,2008,0.0015621908164009206
852,BEU-3008,MONTEREY,TURKEY,2008-08-07,2008-08-08,CDF,400.0,POWER EQUIP,2008,2008,0.002082921088534561
853,BTU-9807,BUTTE,CAMP ( BELDON & PIT),2008-08-13,2008-08-13,CDF,47647.0,LIGHTNING,2008,2008,0.24811235276351556
854,BTU-9805,BUTTE,EMPIRE,2008-08-13,2008-08-03,CDF,2000.0,LIGHTNING,2008,2008,0.010414605442672805
855,BTU-9802,BUTTE,RIM,2008-08-13,2008-08-13,CDF,1651.0,LIGHTNING,2008,2008,0.0085972567929264
856,BTU-9818,BUTTE,SMOKEY,2008-08-13,2008-08-13,CDF,1324.0,LIGHTNING,2008,2008,0.006894468803049397
858,TUU-488,TULARE,RODEO 2,2008-08-14,2008-08-15,CDF,500.0,UNDETERMINE,2008,2008,0.0026036513606682013
859,TUU-486,TULARE,RODEO,2008-08-14,2008-08-14,CDF,500.0,UNDETERMINE,2008,2008,0.0026036513606682013
857,TUU-485,TULARE,ELK,2008-08-14,2008-08-15,CDF,600.0,ARSON,2008,2008,0.003124381632801841
860,BNP-437,SISKIYOU,JACK,2008-08-17,2008-08-22,NPS,6900.0,LIGHTNING,2008,2008,0.03593038877722118
861,KNF-4096,SISKIYOU,SLINKARD,2008-08-17,2008-08-21,USFS,374.0,LIGHTNING,2008,2008,0.0019475312177798143
862,FKR-9403,FRESNO,AVENAL,2008-08-19,2008-08-20,CDF,946.0,UI,2008,2008,0.0049261083743842365
863,NEU-18862,PLACER,GLADDING,2008-09-01,2008-09-03,CDF,1000.0,UI,2008,2008,0.0052073027213364025
864,SHF-1944,SHASTA,GULCH,2008-09-07,2008-09-11,USFS,2847.0,EQUIP,2008,2008,0.014825190847644738
865,SHF-1949,SHASTA,ELMORE,2008-09-07,2008-09-09,USFS,343.0,ARSON,2008,2008,0.001786104833418386
866,HIA-220,HUMBOLDT,DEERHORN,2008-09-08,2008-09-14,USFS,381.0,UI,2008,2008,0.001983982336829169
867,KNP-0035,TULARE,HIDDEN,2008-09-10,2008-09-30,NP,3668.0,LIGHTNING,2008,2008,0.019100386381861924
869,MCP-08-2515,SAN DIEGO,ROBLAR,2008-09-25,2008-09-29,MIL,400.0,MISC.,2008,2008,0.002082921088534561
868,LPF-2754,MONTEREY,CHALK,2008-09-25,2008-10-29,USFS,16269.0,MISC.,2008,2008,0.08471760797342193
870,STF-2458,TUOLUMNE,DOME ROCK,2008-09-30,2008-11-15,USFS,919.0,LIGHTNING,2008,2008,0.004785511200908154
871,MCP-2640,SAN DIEGO,NOVEMBER,2008-10-08,2008-10-09,MIL,1400.0,HUMAN,2008,2008,0.007290223809870963
872,LNU-8342,NAPA,DEER,2008-10-10,2008-10-14,CDF,300.0,EQUIP,2008,2008,0.0015621908164009206
873,ANF-3833,LOS ANGELES,MAREK,2008-10-12,2008-10-16,USFS,4824.0,MISC.,2008,2008,0.025120028327726803
874,MRN-2428,MARIN,ANGEL,2008-10-12,2008-10-14,CDF/CC,303.0,UI,2008,2008,0.0015778127245649298
875,LAC-8231953,LOS ANGELES,SESNON,2008-10-13,2008-10-18,CDF/CC,14703.0,UI,2008,2008,0.07656297191180912
876,MCP-2699,SAN DIEGO,JULIETT,2008-10-13,2008-10-17,MIL,4026.0,UI,2008,2008,0.020964600756100356
877,YNP-764,MARIPOSA,WAWONA NW,2008-10-14,2008-10-19,NP,450.0,HUMAN,2008,2008,0.002343286224601381
878,BTU-12764,BUTTE,LACKERMAN,2008-10-23,2008-10-23,CDF,1310.0,LIGHTNING,2008,2008,0.006821566564950687
879,BTU-12769,BUTTE,LONG,2008-10-23,2008-10-23,CDF,420.0,LIGHTNING,2008,2008,0.002187067142961289
880,SBC-9981,SANTA BARBARA,TEA INCIDENT,2008-11-13,2008-11-17,CDF/CC,1940.0,CAMPFIRE,2008,2008,0.01010216727939262
881,LFD-1460,LOS ANGELES,SAYRE,2008-11-14,2008-11-21,CDF/CC,11262.0,MISC.,2008,2008,0.05864464324769056
882,RRU-99962,RIVERSIDE,FREEWAY,2008-11-15,2008-11-22,CDF,30305.0,MISC.,2008,2008,0.15780730897009967
