,id,unit,name,start,end,agency,acres,cause,start_year,end_year,intensity
543,BDU-861,SAN BERNARDINO,PLUNGE,2006-01-22,2006-02-02,USFS,485.0,UI,2006,2006,0.004830003784332862
544,RRU-10978,RIVERSIDE/ORANGE,ASSIST CNF (SIERRA),2006-02-06,2006-02-06,USFS,10584.0,HUMAN,2006,2006,0.1054036289760392
545,SKU-906,SISKIYOU,COMMAND),2006-02-25,2006-02-27,CDF,3019.0,MISC,2006,2006,0.030065528711135898
546,FKU-3779,FRESNO,ALMAZAN (TORCH),2006-05-13,2006-05-14,CDF,1964.0,EQUIP. USE,2006,2006,0.019559025633875755
547,BTU-8035,PLUMAS,ASSIST (GREASE),2006-05-16,2006-05-16,USFS,366.0,UI,2006,2006,0.0036449100723006753
548,SCU-3133,STANISLAUS,STUHR,2006-05-26,2006-05-26,CDF,1418.0,VEHICLE,2006,2006,0.01412153683749278
549,MMU-5956,MERCED,BILLY,2006-05-26,2006-05-26,CDF,753.0,EQUIP. USE,2006,2006,0.007498954329077619
550,TUU-5529,TULARE,ALPAUGH,2006-05-27,2006-05-27,LOCAL,1700.0,EQUIP. USE,2006,2006,0.01692991017188838
551,RRU-44512,RIVERSIDE,HIGHWAY,2006-05-27,2006-05-28,CDF,400.0,HUMAN,2006,2006,0.003983508275738443
552,RRU-45343,RIVERSIDE,SKINNER,2006-05-30,2006-05-30,CDF,317.0,HUMAN,2006,2006,0.003156930308522716
553,RRU-46680,RIVERSIDE,CORT (COURT),2006-06-03,2006-06-04,CDF,362.0,EQUIP. USE,2006,2006,0.003605074989543291
554,FKU-4598,FRESNO,RIFLE RANGE (AUBERR,2006-06-04,2006-06-04,CDF,371.0,AMMUNITION,2006,2006,0.003694703925747406
556,FKU-4708,FRESNO,FKU-4708,2006-06-07,2006-06-07,LOCAL,300.0,VEHICLE,2006,2006,0.002987631206803832
555,BDU-5805,INYO,ABERDEEN,2006-06-07,2006-06-07,CDF,357.0,LIGHTNING,2006,2006,0.00355528113609656
557,BDU-5867,SAN BERNARDINO,ARRASTRE,2006-06-09,2006-06-10,USFS,361.0,LIGHTNING,2006,2006,0.0035951162188539447
558,SCU-3533,SAN JOAQUIN,PETZ,2006-06-10,2006-06-10,CDF,335.0,VEHICLE,2006,2006,0.003336188180930946
559,TUU-6585,TULARE,STOKES,2006-06-17,2006-06-17,CDF,320.0,ARSON,2006,2006,0.0031868066205907545
560,SLU-4715  185,SANTA BARBARA,PERKINS,2006-06-19,2006-06-26,USFS,14988.0,HUMAN,2006,2006,0.14926205509191945
561,CDF-262,"ENSENADA, B.C.",BAJA CALIFORNIA-MEXI,2006-06-20,2006-06-25,MEXICO,4000.0,UI,2006,2006,0.03983508275738443
562,TUU-6967,TULARE,W,2006-06-24,2006-06-24,CDF,800.0,ARSON,2006,2006,0.007967016551476885
