,id,unit,name,start,end,agency,acres,cause,start_year,end_year,intensity
1144,MMU-9861,MADERA,ROLLING,2013-06-16,2013-06-18,CAL FIRE,480.0,VEHICLE,2013,2013,0.0018654251226128387
1145,BDU-7912,SAN BERNARDINO,MILL,2013-06-28,2013-07-02,CAL FIRE,534.0,HUMAN,2013,2013,0.0020752854489067833
1146,SCU-3899,CONTRA COSTA,KIRKER,2013-07-01,2013-07-02,CAL FIRE,492.0,ELECTRICAL POWER,2013,2013,0.0019120607506781598
1147,LMU-2700,MODOC,FOX,2013-07-03,2013-07-07,CAL FIRE,502.0,LIGHTNING,2013,2013,0.0019509237740659273
1148,MVU-14084,SAN DIEGO,CHARIOT,2013-07-06,2013-07-15,CAL FIRE,7055.0,UNDETERMINED,2013,2013,0.027417863000069955
1149,ENF-16230,EL DORADO,KYBURZ,2013-07-08,2013-07-11,USFS,572.0,HUMAN,2013,2013,0.0022229649377802996
1150,RRU-71832,RIVERSIDE,MOUNTAIN,2013-07-15,2013-07-31,CAL FIRE,27531.0,ELECTRICAL POWER,2013,2013,0.10699378968886264
1151,KRN-1323633,KERN,RANCHO,2013-07-19,2013-07-22,CC,500.0,UNDETERMINED,2013,2013,0.0019431511693883737
1152,SNF-1732,FRESNO,ASPEN,2013-07-22,2013-09-08,USFS,22992.0,LIGHTNING,2013,2013,0.08935386337315498
1153,KRN-1324091,KERN,WATER,2013-07-23,2013-07-25,CC,612.0,HUMAN,2013,2013,0.0023784170313313696
1154,SRF-1373,HUMBOLDT,DANCE,2013-07-29,2013-08-02,USFS,577.0,UI,2013,2013,0.0022423964494741834
1155,KNF-5949,SISKIYOU,FORKS COMPLEX,2013-07-31,2013-10-01,USFS,37246.0,HUMAN,2013,2013,0.14474921691007875
1156,CNF-2512,RIVERSIDE,FALLS,2013-08-05,2013-08-09,USFS,1383.0,UI,2013,2013,0.0053747561345282415
1157,STF-2613,TUOLUMNE,POWER,2013-08-05,2013-08-13,USFS,1070.0,UI,2013,2013,0.00415834350249112
1158,RRU-79781,RIVERSIDE,SILVER,2013-08-07,2013-08-15,CAL FIRE,20292.0,UNDETERMINED,2013,2013,0.07886084705845776
1159,SRF-1486,HUMBOLDT,CORRAL COMPLEX,2013-08-10,2013-10-02,USFS,12503.0,LIGHTNING,2013,2013,0.04859043814172567
1160,TNF-1562,PLACER,AMERICAN,2013-08-11,2013-08-29,USFS,27440.0,UI,2013,2013,0.10664013617603395
1161,BTU-10969,BUTTE,SWEDES,2013-08-16,2013-08-22,CAL FIRE,2264.0,EQUIPMENT,2013,2013,0.008798588494990557
1162,STF-2857,TUOLUMNE,RIM,2013-08-17,2013-10-27,USFS,257314.0,UI,2013,2013,1.0
1164,PNF-1324,PLUMAS,HOUGH COMPLEX,2013-08-18,2013-08-24,USFS,513.0,LIGHTNING,2013,2013,0.0019936730997924717
1163,SQF-3229,KERN,SHIRLEY COMPLEX,2013-08-18,2013-08-22,USFS,794.0,LIGHTNING,2013,2013,0.0030857240569887377
1165,BDF-11417,SAN BERNARDINO,GOBBLERS,2013-08-20,2013-08-30,USFS,413.0,LIGHTNING,2013,2013,0.0016050428659147968
1166,FHL-2679,MONTEREY,MISSION,2013-08-22,2013-08-25,USFS,4500.0,HUMAN,2013,2013,0.017488360524495365
1167,TGU-6768,TEHAMA,DEER,2013-08-23,2013-08-29,CAL FIRE,11429.0,ELECTRICAL POWER,2013,2013,0.044416549429879444
1168,SQF-3295,TULARE,FISH,2013-08-23,2013-09-05,USFS,2060.0,LIGHTNING,2013,2013,0.0080057828178801
1169,KNP-113,FRESNO,WINDY PEAK,2013-08-23,2013-10-20,USFS,681.0,LIGHTNING,2013,2013,0.002646571892706965
1170,SCU-5452,CONTRA COSTA,MORGAN,2013-09-08,2013-09-14,CAL FIRE,3100.0,HUMAN,2013,2013,0.012047537250207917
1171,SHU-8265,SHASTA,CLOVER,2013-09-09,2013-09-15,CAL FIRE,8073.0,UNDETERMINED,2013,2013,0.03137411878094468
1172,LNU-8566,NAPA,PUTAH,2013-10-03,2013-10-04,CAL FIRE,376.0,UNDETERMINED,2013,2013,0.001461249679380057
1173,BTU-13464,BUTTE,SUMMIT,2013-10-04,2013-10-05,CAL FIRE,305.0,MISCELLANEOUS,2013,2013,0.001185322213326908
1174,MCP-3197,SAN DIEGO,DELUZ,2013-10-05,2013-10-09,DOD,2236.0,UI,2013,2013,0.008689772029504807
1175,LNU-10188,SONOMA,MCCABE,2013-11-22,2013-11-28,CAL FIRE,3505.0,ELECTRICAL POWER,2013,2013,0.0136214896974125
1176,MNF-1729,LAKE,HIGHGLADE,2013-11-23,2013-11-29,USFS,305.0,UI,2013,2013,0.001185322213326908
1177,LPF-3810,MONTEREY,PFEIFFER,2013-12-16,2013-12-20,USFS,917.0,UI,2013,2013,0.0035637392446582774
