,id,unit,name,start,end,agency,acres,cause,start_year,end_year,intensity
1257,SRF-1476,HUMBOLDT,ROUTE COMPLEX,2015-07-30,2015-08-31,USFS,35675.0,LIGHTNING,2015,2015,0.23528752234159725
1256,SHF-2067,TRINITY,FORK COMPLEX,2015-07-30,2015-08-29,USFS,36499.0,UNDETERMINED,2015,2015,0.24072205404193295
1255,SRF-1433,TRINITY,MAD RIVER COMPLEX,2015-07-30,2015-09-03,USFS,37462.0,LIGHTNING,2015,2015,0.24707333320142721
1254,SHF-2066,TRINITY,RIVER COMPLEX,2015-07-30,2015-10-15,USFS,77081.0,LIGHTNING,2015,2015,0.5083727402834662
1260,SNF-1746,FRESNO,ROUGH,2015-07-31,2015-12-01,USFS,151623.0,LIGHTNING,2015,2015,1.0
1261,SRF-1488,DEL NORTE,GASQUET COMPLEX,2015-07-31,2015-10-15,USFS,30361.0,LIGHTNING,2015,2015,0.20024006911880124
1262,MMU-14907,MERCED,CREEK,2015-07-31,2015-07-31,CAL FIRE,1450.0,VEHICLE,2015,2015,0.009563192919280056
1263,SHF-2108,TRINITY,SOUTH COMPLEX,2015-08-01,2015-10-01,USFS,29416.0,LIGHTNING,2015,2015,0.19400750545761528
1264,SRF-1470,DEL NORTE,NICKOWITZ,2015-08-01,2015-09-30,USFS,7509.0,LIGHTNING,2015,2015,0.04952414871094755
1265,NOD-3806,LASSEN,DODGE,2015-08-03,2015-08-17,BLM,10570.0,HUMAN,2015,2015,0.06971237872882083
1266,LNU-7410,LAKE,JERUSALEM,2015-08-09,2015-08-25,CAL FIRE,25118.0,UNDETERMINED,2015,2015,0.16566088258377687
1267,RRU-90069,RIVERSIDE,ANZA,2015-08-10,2015-08-15,CAL FIRE,500.0,HUMAN,2015,2015,0.0032976527307862265
1268,MCP-2459,SAN DIEGO,HORNO,2015-08-13,2015-08-17,DOD,1846.0,HUMAN,2015,2015,0.012174933882062748
1270,ANF-3611,LOS ANGELES,CABIN,2015-08-14,2015-08-20,USFS,1723.0,UNDETERMINED,2015,2015,0.011363711310289336
1269,INF-1319,MONO,WALKER,2015-08-14,2015-08-31,USFS,3676.0,UNDETERMINED,2015,2015,0.024244342876740335
1271,SLU-8555,SAN LUIS OBISPO,CUESTA,2015-08-16,2015-09-03,CAL FIRE,2446.0,VEHICLE,2015,2015,0.01613211715900622
1272,ANF-3651,LOS ANGELES,WARM,2015-08-16,2015-08-19,USFS,300.0,UNDETERMINED,2015,2015,0.001978591638471736
1273,KRN-30112,KERN,DEER,2015-08-18,2015-08-20,KRN,311.0,UNDETERMINED,2015,2015,0.002051139998549033
1274,SCU-5524,ALAMEDA,TESLA,2015-08-19,2015-08-25,CAL FIRE,2850.0,UNDETERMINED,2015,2015,0.01879662056548149
1275,LNU-8268,LAKE,ELK,2015-09-02,2015-09-06,CAL FIRE,700.0,EQUIPMENT,2015,2015,0.004616713823100717
1276,YNP-123,MARIPOSA,TENAYA,2015-09-07,2015-09-16,USFS,415.0,UNDETERMINED,2015,2015,0.002737051766552568
1277,AEU-24918,AMADOR,BUTTE,2015-09-09,2015-10-23,CAL FIRE,70868.0,ELECTRICAL POWER,2015,2015,0.4673961074507166
1278,BTU-13363,BUTTE,LUMPKIN,2015-09-11,2015-09-21,CAL FIRE,1040.0,ARSON,2015,2015,0.006859117680035351
1279,LNU-8670,LAKE,VALLEY,2015-09-12,2015-10-15,CAL FIRE,76067.0,ELECTRICAL POWER,2015,2015,0.5016851005454318
1280,BEU-4217,MONTEREY,TASSAJARA,2015-09-19,2015-09-29,CAL FIRE,1086.0,UNDETERMINED,2015,2015,0.0071625017312676835
1281,BTU-14554,BUTTE,MERIDIAN,2015-10-03,2015-10-04,CAL FIRE,860.0,EQUIPMENT,2015,2015,0.005671962696952309
1282,BEU-4582,SAN BENITO,CIENEGA,2015-10-12,2015-10-16,CAL FIRE,690.0,ELECTRICAL POWER,2015,2015,0.004550760768484993
1283,VNC-89187,VENTURA,SOLIMAR,2015-12-25,2015-12-28,VNC,1288.0,UNDETERMINED,2015,2015,0.00849475343450532
