,id,unit,name,start,end,agency,acres,cause,start_year,end_year,intensity
290,BDU-1061,Los Angeles,Assist (Pacific),2003-01-06,2003-01-07,CC,1300.0,,2003,2003,0.004757617677843409
291,RRU-15024,Riverside,Local,2003-02-23,2003-02-23,Local,12000.0,Escape,2003,2003,0.04391647087240069
292,BDU-3731,Mono,Lundy,2003-04-24,2003-04-26,Local,600.0,,2003,2003,0.002195823543620035
293,TUU-4174,Tulare,Delima,2003-05-03,2003-05-03,Local,3000.0,Misc.,2003,2003,0.010979117718100173
294,BEU-1514,San Benito,New Idria/Griswold,2003-05-18,2003-05-18,USFS,628.0,Vehicle,2003,2003,0.0022982953089889695
295,FKU-6009,Fresno,FKU-6009,2003-05-28,2003-05-28,Local,1000.0,Smoking,2003,2003,0.003659705906033391
296,SCU-1735,Stanislaus,Del Puerto Cyn.,2003-05-29,2003-06-01,CDF,597.0,Equip. Use,2003,2003,0.0021848444259019344
297,SCU-1791,San Joaquin,Bird,2003-06-01,2003-06-01,CDF,6804.0,Equip. Use,2003,2003,0.024900638984651193
298,MMU-9021,Merced,Fish (McNamera),2003-06-02,2003-06-02,Local,650.0,Debris Burning,2003,2003,0.0023788088389217043
299,MMU-9232,Merced,SNF Assist (165),2003-06-05,2003-06-10,USFS,300.0,,2003,2003,0.0010979117718100174
300,TUU-5638,Kern,Shallock,2003-06-06,2003-06-06,CC,564.0,vehicle,2003,2003,0.0020640741310028327
301,TGU-3255,Tehama,Gyle,2003-06-10,2003-06-10,Local,300.0,Equip. Use,2003,2003,0.0010979117718100174
302,MMU-9901,Merced,152,2003-06-15,2003-06-16,CDF,1558.0,Munition,2003,2003,0.0057018218016000235
303,TUU-6106,Kern,Caliente,2003-06-16,2003-06-17,CC,1223.0,,2003,2003,0.004475820323078837
304,MVU-4134,San Diego,Sycamore,2003-06-17,2003-06-18,CDF,404.0,,2003,2003,0.00147852118603749
305,BDU-11055,Inyo NF,Assist ABC Misc.,2003-06-18,2003-06-22,USFS,1173.0,Lightning,2003,2003,0.004292835027777168
306,FKU-7076,Fresno,FKU-7076,2003-06-19,2003-06-19,Local,15000.0,Hostile Fire,2003,2003,0.054895588590500866
307,MMU-10475,Madera,26 Fire,2003-06-23,2003-06-23,CDF,700.0,Undetermined,2003,2003,0.002561794134223374
308,TGU-003554,Tehama,Nature,2003-06-23,2003-06-23,CDF,610.0,Undetermined,2003,2003,0.0022324206026803684
309,BTU-006701,Butte,Hwy 70,2003-06-24,2003-06-24,Local,368.0,Vehicle,2003,2003,0.001346771773420288
310,RRU-48718,Riverside,Sawmill,2003-06-26,2003-07-01,CC,536.0,,2003,2003,0.0019616023656338975
311,TUU-6501,Kern,Kern #8 (Martinez #2),2003-06-26,2003-06-27,CDF,329.0,,2003,2003,0.0012040432430849856
312,TUU-6588,Tulare,Chimney,2003-06-28,2003-06-29,BIA,565.0,,2003,2003,0.002067733836908866
313,TUU-76655,Kern,Tejon,2003-06-29,2005-06-29,CC,1155.0,,2003,2005,0.004226960321468567
314,LNU-04073,Yolo,Capay,2003-06-29,2003-06-29,CDF,400.0,Smoking,2003,2003,0.0014638823624133564
315,HUU-2762,Humboldt,Friday,2003-06-29,2003-06-30,USFS,389.0,,2003,2003,0.0014236255974469892
316,MMU-01108,Merced,I-5,2003-06-30,2003-06-30,CDF,1000.0,Campfire,2003,2003,0.003659705906033391
317,LNU-004146,Lake,Forty,2003-07-01,2003-07-01,CDF,300.0,Arson,2003,2003,0.0010979117718100174
318,LMU-001784,Lassen,A-3,2003-07-02,2003-07-02,CDF,1100.0,Vehicle,2003,2003,0.004025676496636731
319,BEU-002241,San Benito,Dain,2003-07-02,2003-07-02,CDF,500.0,Equip. Use,2003,2003,0.0018298529530166956
320,BEU-002235,San Benito,Hwy 25,2003-07-02,2003-07-02,Local,360.0,Vehicle,2003,2003,0.0013174941261720207
321,RRU-050488,Riverside,State Fire,2003-07-03,2003-07-03,CDF,855.0,Smoking,2003,2003,0.0031290485496585493
322,MMU-00112,Mariposa,Hunter #9,2003-07-03,2003-07-04,CDF,641.0,Equip. Use,2003,2003,0.0023458714857674035
323,RRU-50865,Riverside,Stage,2003-07-04,2003-07-04,CDF,1700.0,Vehicle,2003,2003,0.0062215000402567645
324,TUU-7195,Kern,Kern #10 (Pump),2003-07-07,2003-07-07,CC,747.0,Equip. Use,2003,2003,0.0027338003118069433
325,TUU-007233,Tulare,Frazier,2003-07-08,2003-07-07,CDF,699.0,Equipment,2003,2003,0.0025581344283173405
326,MMU-11745,Mariposa,YNP #1734 (Woodlot),2003-07-08,2003-07-11,NPS,458.0,Undetermined,2003,2003,0.001676145304963293
327,MMU-11727,Madera,North Fork,2003-07-08,2003-07-10,CDF,360.0,Vehicle,2003,2003,0.0013174941261720207
328,TCU-4908,Stanislaus,CoopersTown #2,2003-07-12,2003-07-12,CDF,396.0,Equip. Use,2003,2003,0.0014492435387892229
329,TUU-7429,Tulare,Castle,2003-07-12,2003-07-12,CDF,320.0,Arson,2003,2003,0.0011711058899306851
330,TCU-004924,Stanislaus,Greig,2003-07-13,2003-07-13,CDF,420.0,Vehicle,2003,2003,0.0015370764805340243
331,TUU-7593,Kern,Kern #14 (Hillside),2003-07-15,2003-07-16,CC,835.0,Equip. Use,2003,2003,0.0030558544315378816
332,MVU-5044,San Diego,Coyote,2003-07-16,2003-07-26,CDF,18705.0,Lightning,2003,2003,0.06845479897235458
333,MMU-12479,Merced,Grant,2003-07-18,2003-07-18,Local,500.0,Undetermined,2003,2003,0.0018298529530166956
338,SLU-5133,San Luis Obispo,Parkhill,2003-07-20,2003-07-22,CDF,1200.0,Vehicle,2003,2003,0.00439164708724007
337,TUU-7804,Kern,Grapevine Kern #15,2003-07-20,2003-07-20,CC,1830.0,Undetermined,2003,2003,0.006697261808041106
339,LMU_2117,Lassen,BLM U575 (Ram),2003-07-20,2003-07-21,BLM,375.0,Lightning,2003,2003,0.0013723897147625216
335,SCU-2846,Stanislaus,Del Puerto,2003-07-20,2003-07-22,CDF,5170.0,Lightning,2003,2003,0.018920679534192634
334,NEU-10647,Nevada,TNF (Chilcoot Comple,2003-07-20,2003-07-23,USFS,5693.0,Lightning,2003,2003,0.020834705723048096
336,TCU-417,Tuolumne,STF #8 (Mountain Co,2003-07-20,2003-10-03,USFS,3747.0,Lightning,2003,2003,0.013712918029907116
340,LMU-2135,Lassen,BLM-U580/Smoke,2003-07-21,2003-07-25,BLM,8010.0,Lightning,2003,2003,0.029314244307327462
341,RRU-56005,Riverside,Local,2003-07-22,2003-07-22,Local,2020.0,Undetermined,2003,2003,0.0073926059301874505
342,LMU-2170,Lassen,Shinn BLM 590,2003-07-22,2003-07-22,BLM,950.0,Lightning,2003,2003,0.0034767206107317217
343,TUU-7957,Kern,Basin,2003-07-23,2003-07-25,CC,1002.0,,2003,2003,0.003667025317845458
344,RRU-056869,Riverside,Canyon,2003-07-25,2003-07-27,CDF,4336.0,Arson,2003,2003,0.015868484808560783
345,MMU-13006,Madera,River,2003-07-25,2003-07-25,Local,300.0,Undetermined,2003,2003,0.0010979117718100174
346,TUU-8510,Kern,Little Kern (China),2003-07-30,2003-08-03,USFS,509.0,Lightning,2003,2003,0.0018627903061709961
347,SQF-002423,Tulare,TIA 2415 ( Cooney),2003-07-31,2003-08-27,USFS,1928.0,Lightning,2003,2003,0.007055912986832378
348,LMU-2449,Modoc,BLM U 643 (Barber),2003-07-31,2003-08-01,BLM,1330.0,Lightning,2003,2003,0.00486740885502441
349,SCU-3140,Stanislaus,Hoover,2003-08-04,2003-08-04,CDF,2000.0,Lightning,2003,2003,0.007319411812066782
350,SLU-5785,San Luis Obispo,Chimney Incident,2003-08-10,2003-08-11,CDF,1500.0,Vehicle,2003,2003,0.0054895588590500866
351,RRU-63401,Riverside,Locust,2003-08-18,2003-08-20,CDF,1898.0,Rekindle,2003,2003,0.006946121809651377
352,RRU-063409,Riverside,Local/Highway,2003-08-18,2003-08-18,Local,300.0,Arson,2003,2003,0.0010979117718100174
353,SCU-003460,Santa Clara,Plus,2003-08-20,2003-08-20,Local,500.0,Equipment,2003,2003,0.0018298529530166956
354,BDU-8826,Los Angeles,Alamos,2003-08-23,2003-08-24,USFS,300.0,Undetermined,2003,2003,0.0010979117718100174
355,SCU-003581,Santa Clara,Santa Clara Complex,2003-08-25,2003-09-02,CDF,30170.0,Lightning,2003,2003,0.11041332718502742
356,TCU-006447,Tuolumne,Lightning 23,2003-08-26,2003-08-26,CDF,800.0,Lightning,2003,2003,0.0029277647248267128
357,MMU-15304,Mariposa,White Rock,2003-08-26,2003-08-26,CDF,640.0,Lightning,2003,2003,0.0023422117798613702
358,SCU-003566,Contra Costa,Pittsburg,2003-08-26,2003-08-26,CDF,300.0,Lightning,2003,2003,0.0010979117718100174
359,TUU-009571,Tulare,Smith,2003-08-27,2003-08-27,Local,320.0,Vehicle,2003,2003,0.0011711058899306851
360,NEU-13290,Placer,TNF 1993 (Cod Comp,2003-09-01,2003-09-01,USFS,830.0,Lightning,2003,2003,0.0030375559020077146
361,BDU-10212,Mono,Assist (Dexter),2003-09-02,2003-09-02,USFS,2515.0,Lightning,2003,2003,0.009204160353673978
367,TGU-5488,,,2003-09-03,2003-09-04,CDF,400.0,Lightning,2003,2003,0.0014638823624133564
