,id,unit,name,start,end,agency,acres,cause,start_year,end_year,intensity
160,RRU-10403,Riverside,Green (State),2002-02-09,2002-02-13,CDF,2400.0,Elec. Power,2002,2002,0.01592610288262462
161,MVU-1024,San Diego,Gavilan Fire,2002-02-10,2002-02-15,CDF,5763.0,VMP Burn,2002,2002,0.038242554546902376
162,BDU-1909,Inyo,Tecopa,2002-03-05,2002-03-05,BLM,300.0,,2002,2002,0.0019907628603280775
163,MMU-4085,Madera,Nicholas,2002-03-16,2002-03-16,LOCAL,12000.0,Debris Burning,2002,2002,0.0796305144131231
164,RRU-20299,Riverside,Cajalco,2002-03-17,2002-03-17,CDF,575.0,Undetermined,2002,2002,0.0038156288156288155
165,MVU-2043,San Diego,Aliso,2002-03-21,2002-03-22,MIL,2400.0,Under Invest.,2002,2002,0.01592610288262462
166,BDU-2403,Inyo,Airport,2002-03-22,2002-03-24,CDF,846.0,Undetermined,2002,2002,0.005613951266125179
167,MVU-2592,San Diego,Bell (Outside Origin),2002-04-13,2002-04-14,CDF,350.0,Undetermined,2002,2002,0.0023225566703827575
168,RRU-29527,Orange/RRU,Evening Fire,2002-04-21,2002-04-23,CC,657.0,PWF,2002,2002,0.00435977066411849
169,HUU-26808,Del Norte,Kellogg,2002-04-28,2002-04-28,CDF,300.0,Vehicle,2002,2002,0.0019907628603280775
170,MMU-7167,Merced,Myers,2002-05-07,2002-05-07,CDF,320.0,Undetermined,2002,2002,0.0021234803843499495
171,MMU-7167,Merced,Myers,2002-05-07,2002-05-07,CDF,320.0,Undetermined,2002,2002,0.0021234803843499495
172,FKU-5607,Fresno,Tivy,2002-05-09,2002-05-10,CDF,680.0,Elec. Power,2002,2002,0.004512395816743643
173,FKU-5607,Fresno,Tivy,2002-05-09,2002-05-10,CDF,680.0,Elec. Power,2002,2002,0.004512395816743643
174,ANF-1534,Angeles NF,Bouquet,2002-05-11,2002-05-13,USFS,4977.0,Undetermined,2002,2002,0.03302675585284281
175,ANF-1534,Angeles NF,Bouquet,2002-05-11,2002-05-13,USFS,4977.0,Undetermined,2002,2002,0.03302675585284281
179,RRU-35797,Riverside/Orange Co.,State 925 (Antonio),2002-05-13,2002-05-15,CDF,1472.0,Undetermined,2002,2002,0.009768009768009768
178,RRU-35797,Riverside/Orange Co.,State 925 (Antonio),2002-05-13,2002-05-15,CDF,1472.0,Undetermined,2002,2002,0.009768009768009768
176,CNF-795,Cleveland NF,Mateo,2002-05-13,2002-05-13,USFS,1500.0,Undetermined,2002,2002,0.009953814301640388
177,CNF-795,Cleveland NF,Mateo,2002-05-13,2002-05-13,USFS,1500.0,Undetermined,2002,2002,0.009953814301640388
180,MMU-8182,Merced,Ahlem,2002-05-23,2002-05-23,LOCAL,6000.0,Undetermined,2002,2002,0.03981525720656155
181,MMU-8182,Merced,Ahlem,2002-05-23,2002-05-23,LOCAL,6000.0,Undetermined,2002,2002,0.03981525720656155
182,BDU-4432,Los Angeles,Shannon,2002-05-23,2002-05-23,CC,356.0,Undetermined,2002,2002,0.002362371927589319
183,BDU-4432,Los Angeles,Shannon,2002-05-23,2002-05-23,CC,356.0,Undetermined,2002,2002,0.002362371927589319
184,BDU-4700,San Bernardino NF,Arrowhead,2002-05-31,2002-06-05,USFS,2688.0,Under Invest.,2002,2002,0.017837235228539576
185,BDU-4700,San Bernardino NF,Arrowhead,2002-05-31,2002-06-05,USFS,2688.0,Under Invest.,2002,2002,0.017837235228539576
186,LPF-869,Ventura (Las Padres,Wolf,2002-06-01,2002-06-14,USFS,21645.0,Under Invest.,2002,2002,0.14363354037267081
187,LPF-869,Ventura (Las Padres,Wolf,2002-06-01,2002-06-14,USFS,21645.0,Under Invest.,2002,2002,0.14363354037267081
191,RRU-40281,BDF Riverside,Bee,2002-06-02,2002-06-02,USFS,432.0,Under Invest.,2002,2002,0.002866698518872432
188,SQF- 1009,Sequoia NF,Rocky(will do),2002-06-02,2002-06-04,USFS,498.0,Under Invest.,2002,2002,0.003304666348144609
189,SQF- 1009,Sequoia NF,Rocky(will do),2002-06-02,2002-06-04,USFS,498.0,Under Invest.,2002,2002,0.003304666348144609
190,RRU-40281,BDF Riverside,Bee,2002-06-02,2002-06-02,USFS,432.0,Under Invest.,2002,2002,0.002866698518872432
193,BDU-4974,Los Angeles,Copper,2002-06-05,2002-06-12,USFS,23407.0,Under Invest.,2002,2002,0.15532595423899773
192,BDU-4974,Los Angeles,Copper,2002-06-05,2002-06-12,USFS,23407.0,Under Invest.,2002,2002,0.15532595423899773
194,BTU-6327,Butte,Skyway,2002-06-08,2002-06-09,CDF,2000.0,Under Invest.,2002,2002,0.013271752402187184
195,BTU-6327,Butte,Skyway,2002-06-08,2002-06-09,CDF,2000.0,Under Invest.,2002,2002,0.013271752402187184
196,AEU-8140,Amador,Twin,2002-06-08,2002-06-08,CDF,300.0,Undetermined,2002,2002,0.0019907628603280775
197,AEU-8140,Amador,Twin,2002-06-08,2002-06-08,CDF,300.0,Undetermined,2002,2002,0.0019907628603280775
198,SLU-2909,San Luis Obispo,Davis,2002-06-09,2002-06-09,CDF,2118.0,Rekindle,2002,2002,0.014054785793916228
199,SLU-2909,San Luis Obispo,Davis,2002-06-09,2002-06-09,CDF,2118.0,Rekindle,2002,2002,0.014054785793916228
200,NEU-8324,Yuba,Field,2002-06-09,2002-06-11,CDF,945.0,Under Invest.,2002,2002,0.006270903010033445
201,AEU-8240,Amador,Pony,2002-06-09,2002-06-09,CDF,720.0,Elec. Power,2002,2002,0.004777830864787387
202,FKU-7156,Fresno,Area,2002-06-09,2002-06-10,CDF,400.0,Elec. Power,2002,2002,0.002654350480437437
203,FKU-7156,Fresno,Area,2002-06-09,2002-06-10,CDF,400.0,Elec. Power,2002,2002,0.002654350480437437
204,SKU-1997,Siskiyou,Forks,2002-06-12,2002-06-15,USFS,1400.0,Under Invest.,2002,2002,0.00929022668153103
205,TUU-5894,Tulare,State of Calif. #24,2002-06-14,2002-06-14,LOCAL,641.0,Vehicle,2002,2002,0.004253596644900993
206,TUU-5931,Kern,Borel,2002-06-15,2002-06-17,CC,3430.0,Under Invest.,2002,2002,0.02276105536975102
207,BDU-5283,San Bernardino,Bluecut,2002-06-16,2002-06-22,USFS,6864.0,Under Invest.,2002,2002,0.045548654244306416
208,VAF-0364,Santa Barbara (Vand,Sudden Ranch,2002-06-17,2002-06-19,CC,7782.0,Under Invest.,2002,2002,0.051640388596910336
211,RRU-44585,Riverside,Mias (need correct),2002-06-18,2002-06-22,CDF,565.0,Under Invest.,2002,2002,0.0037492700536178795
209,ANF-1949,Los Angeles,Copo,2002-06-18,2002-06-21,USFS,1460.0,Under Invest.,2002,2002,0.009688379253596644
210,SCU-2228,Alameda,Vieux,2002-06-18,2002-06-18,CDF,1029.0,Elec. Power,2002,2002,0.006828316610925307
212,MVU-4450,San Diego,Troy(4 exp rept with,2002-06-19,2003-06-22,CDF,1188.0,Campfire,2002,2003,0.007883420926899188
213,MMU-10060,Madera,Box,2002-06-19,2002-06-19,LOCAL,300.0,Smoking,2002,2002,0.0019907628603280775
