,id,unit,name,start,end,agency,acres,cause,start_year,end_year,intensity
1382,BTU-10975,BUTTE,WALL,2017-07-07,2017-08-03,CAL FIRE,6033.0,ELECTRICAL POWER,2017,2017,0.02529559748427673
1383,LPF-1770,SANTA BARBARA,WHITTIER,2017-07-08,2017-10-05,USFS,18430.0,UNDER INVESTIGATION,2017,2017,0.07727463312368973
1384,BEU-3551,MONTEREY,PARKFIELD,2017-07-08,2017-07-08,CAL FIRE,1816.0,ELECTRICAL POWER,2017,2017,0.007614255765199161
1385,FKU-9755,KINGS,GARZA,2017-07-09,2017-07-25,CAL FIRE,70000.0,EQUIPMENT USE,2017,2017,0.29350104821802936
1386,LNU-6262,YOLO,WINTER,2017-07-09,2017-07-12,CAL FIRE,2269.0,UNDER INVESTIGATION,2017,2017,0.00951362683438155
1387,SLU-7792,SAN LUIS OBISPO,STONE,2017-07-09,2017-07-11,CAL FIRE,340.0,EQUIPMENT USE,2017,2017,0.0014255765199161425
1388,HTF-30363,NEVADA,FARAD,2017-07-10,2017-07-16,USFS,747.0,UNDER INVESTIGATION,2017,2017,0.003132075471698113
1389,NOD-30366,LASSEN,LONG VALLEY,2017-07-11,2017-07-25,BLM,83733.0,UNDER INVESTIGATION,2017,2017,0.3510817610062893
1390,MVU-16909,SAN DIEGO,JENNINGS 2,2017-07-11,2017-07-14,CAL FIRE,400.0,VEHICLE,2017,2017,0.0016771488469601676
1391,MDF-541,MODOC,DOBE,2017-07-13,2017-07-31,USFS,410.0,HUMAN,2017,2017,0.001719077568134172
1392,BDU-9854,SAN BERNARDINO,BRIDGE 2,2017-07-14,2017-07-18,CAL FIRE,460.0,UNDETERMINED,2017,2017,0.0019287211740041928
1393,MMU-14474,MARIPOSA,DETWILER,2017-07-16,2017-08-31,CAL FIRE,100000.0,SHOOTING,2017,2017,0.4192872117400419
1394,FKU-10248,FRESNO,PARK,2017-07-17,2017-07-30,CAL FIRE,1649.0,EQUIPMENT USE,2017,2017,0.006914046121593291
1395,KRN-27936,KERN,HUDSON,2017-07-18,2017-07-18,LOCAL,1083.0,UNDER INVESTIGATION,2017,2017,0.004540880503144654
1396,SRF-703,SISKIYOU,MARBLE,2017-07-19,2017-07-28,USFS,319.0,UNDER INVESTIGATION,2017,2017,0.0013375262054507338
1397,TUU-420,TULARE,ELEPHANT 2,2017-07-20,2017-07-21,CAL FIRE,416.0,ARSON,2017,2017,0.0017442348008385744
1398,MDF-671,MODOC,MODOC JULY COMPLEX,2017-07-24,2017-08-13,USFS,83120.0,UNDER INVESTIGATION,2017,2017,0.34851153039832283
1399,SRF-741,SISKIYOU,ORLEANS COMPLEX,2017-07-25,2017-10-12,USFS,27276.0,LIGHTNING,2017,2017,0.11436477987421384
1400,AEU-21652,SACRAMENTO,LATROBE,2017-07-26,2017-07-28,CAL FIRE,1268.0,DEBRIS BURNING,2017,2017,0.005316561844863732
1401,NOD-4279,WASHOE,R-21,2017-07-26,2017-07-27,BLM,589.0,LIGHTNING,2017,2017,0.002469601677148847
1402,PNF-1043,PLUMAS,MINERVA 5,2017-07-29,2017-08-16,USFS,4310.0,UNDER INVESTIGATION,2017,2017,0.018071278825995806
1403,TCU-9024,TOULUMNE,JACKSONVILLE,2017-07-29,2017-08-04,CAL FIRE,675.0,UNDETERMINED,2017,2017,0.002830188679245283
1404,TUU-441,TULARE,ROADRUNNER,2017-07-30,2017-07-31,CAL FIRE,2289.0,ARSON,2017,2017,0.00959748427672956
1405,SQF-1989,KERN,GARDEN,2017-07-30,2017-08-09,USFS,450.0,HUMAN,2017,2017,0.0018867924528301887
1406,STF-2452,TUOLUMNE,SUMMIT COMPLEX,2017-07-31,2017-11-30,USFS,5248.0,UNDER INVESTIGATION,2017,2017,0.0220041928721174
1407,INF-1235,MONO,GRANT,2017-07-31,2017-08-03,USFS,400.0,LIGHTNING,2017,2017,0.0016771488469601676
1408,YNP-84,MARIPOSA,EMPIRE,2017-08-01,2017-08-01,NPS,6370.0,LIGHTNING,2017,2017,0.02670859538784067
1409,LPF-2123,SAN LUIS OBISPO,RED,2017-08-02,2017-08-03,USFS,450.0,UNDER INVESTIGATION,2017,2017,0.0018867924528301887
1410,MDF-862,MODOC,PARKER 2,2017-08-03,2017-08-14,USFS,7697.0,LIGHTNING,2017,2017,0.032272536687631026
1411,INF-1264,TULARE,INDIAN,2017-08-03,2017-08-29,USFS,2295.0,LIGHTNING,2017,2017,0.009622641509433962
1412,BDU-10918,SAN BERNARDINO,BRYANT 2,2017-08-03,2017-08-14,CAL FIRE,325.0,UNDETERMINED,2017,2017,0.0013626834381551363
1413,TNF-992,PLUMAS,CHILCOOT,2017-08-06,2017-08-08,USFS,1021.0,LIGHTNING,2017,2017,0.004280922431865828
1414,PNF-1145,LASSEN,POSLIN,2017-08-06,2017-08-09,USFS,860.0,LIGHTNING,2017,2017,0.0036058700209643606
1415,SRF-863,DEL NORTE,YOUNG,2017-08-07,2017-10-15,USFS,21377.0,UNDER INVESTIGATION,2017,2017,0.08963102725366877
1416,SNF-1476,MADERA,BUTTE,2017-08-07,2017-08-17,USFS,635.0,LIGHTNING,2017,2017,0.002662473794549266
1417,SRF-897,TRINITY,RUTH COMPLEX,2017-08-09,2017-08-25,USFS,4736.0,LIGHTNING,2017,2017,0.019857442348008385
1418,KRN-31474,KERN,ROSE,2017-08-10,2017-08-10,CC,338.0,HUMAN,2017,2017,0.0014171907756813417
1419,YNP-108,MARIPOSA,SOUTH FORK,2017-08-13,2017-08-13,NPS,7000.0,UNDER INVESTIGATION,2017,2017,0.029350104821802937
1420,RRU-99747,RIVERSIDE,BLAINE,2017-08-13,2017-08-16,CAL FIRE,1500.0,UNDETERMINED,2017,2017,0.006289308176100629
1422,RRU-100591,RIVERSIDE,MIAS,2017-08-14,2017-08-18,CAL FIRE,600.0,ELECTRICAL POWER,2017,2017,0.0025157232704402514
1421,RSF-647,JACKSON (OR),MILLER COMPLEX,2017-08-14,2017-11-30,USFS,39716.0,UNDER INVESTIGATION,2017,2017,0.16652410901467504
1423,KNF-6098,SISKIYOU,ECLIPSE COMPLEX,2017-08-15,2017-10-10,USFS,78698.0,LIGHTNING,2017,2017,0.3299706498951782
1424,NEU-21927,YUBA,BEALE,2017-08-20,2017-08-20,CAL FIRE,950.0,UNDER INVESTIGATION,2017,2017,0.003983228511530398
1425,MDF-1101,MODOC,JONES,2017-08-23,2017-08-27,USFS,375.0,LIGHTNING,2017,2017,0.0015723270440251573
1426,MDF-1102,MODOC,BOLES,2017-08-23,2017-09-04,USFS,371.0,LIGHTNING,2017,2017,0.0015555555555555555
1427,SQF-2385,TULARE,PIER,2017-08-29,2017-09-24,USFS,36556.0,HUMAN,2017,2017,0.15327463312368972
1428,SNF-1743,MADERA,RAILROAD,2017-08-29,2017-09-15,USFS,12407.0,UNDER INVESTIGATION,2017,2017,0.052020964360587
1429,OVD-1478,MONO,SLINKARD,2017-08-29,2017-09-11,BLM,8925.0,LIGHTNING,2017,2017,0.03742138364779874
1430,NOD-5152,LASSEN,MUD,2017-08-29,2017-09-01,BLM,6042.0,LIGHTNING,2017,2017,0.025333333333333333
1431,BTU-13737,BUTTE,PONDEROSA,2017-08-29,2017-09-09,CAL FIRE,4016.0,HUMAN,2017,2017,0.016838574423480083
1432,SHF-1770,TRINITY,HELENA,2017-08-30,2017-10-19,USFS,21449.0,HUMAN,2017,2017,0.0899329140461216
1433,NOD-5180,WASHOE (NV),R-4,2017-08-30,2017-09-18,BLM,18618.0,LIGHTNING,2017,2017,0.07806289308176101
1434,NEU-22877,NEVADA,PLEASANT,2017-08-30,2017-09-03,CAL FIRE,392.0,UNDER INVESTIGATION,2017,2017,0.0016436058700209644
1436,SQF-2435,KERN,CALDWELL,2017-09-01,2017-09-06,USFS,1319.0,LIGHTNING,2017,2017,0.005530398322851153
1435,LFD-965,LOS ANGELES,LA TUNA,2017-09-01,2017-09-08,LOCAL,7194.0,UNDER INVESTIGATION,2017,2017,0.030163522012578617
1437,RRU-108660,RIVERSIDE,PALMER,2017-09-02,2017-09-09,CAL FIRE,3800.0,PLAYING WITH FIRE,2017,2017,0.015932914046121592
1438,STF-2590,TUOLUMNE,CREEK,2017-09-03,2017-11-20,USFS,1749.0,LIGHTNING,2017,2017,0.007333333333333333
1439,MMU-18115,MADERA,MISSION,2017-09-03,2017-09-13,CAL FIRE,1037.0,ELECTRICAL POWER,2017,2017,0.004348008385744235
1440,MMU-18116,MADERA,PEAK,2017-09-03,2017-09-09,CAL FIRE,680.0,VEHICLE,2017,2017,0.002851153039832285
1441,PNF-1488,PLUMAS,EUREKA,2017-09-05,2017-10-31,USFS,437.0,LIGHTNING,2017,2017,0.0018322851153039833
1442,ENF-26677,EL DORADO,TABLE,2017-09-08,2017-10-17,USFS,426.0,UNDER INVESTIGATION,2017,2017,0.0017861635220125787
1443,SHF-1850,TRINITY,BUCK,2017-09-12,2017-11-05,USFS,13434.0,LIGHTNING,2017,2017,0.05632704402515723
1444,SHU-9460,SHASTA,BERRY,2017-09-12,2017-09-26,CAL FIRE,995.0,LIGHTNING,2017,2017,0.004171907756813417
1445,MMU-19222,MADERA,EASTMAN,2017-09-18,2017-09-19,CAL FIRE,483.0,ELECTRICAL POWER,2017,2017,0.0020251572327044027
1446,SQF-2753,TULARE,LION,2017-09-24,2017-11-27,USFS,19215.0,LIGHTNING,2017,2017,0.08056603773584906
1447,SBC-12621,SANTA BARBARA,RUCKER,2017-09-29,2017-10-04,LOCAL,444.0,HUMAN,2017,2017,0.0018616352201257862
1448,ORC-1478,ORANGE,CANYON,2017-09-30,2017-10-03,CC,2662.0,UNDER INVESTIGATION,2017,2017,0.011161425576519916
1449,BTU-15933,BUTTE,CHEROKEE,2017-10-08,2017-11-05,CAL FIRE,8500.0,ELECTRICAL POWER,2017,2017,0.03563941299790356
1450,LNU-10093,SONOMA,CENTRAL LNU COMPLEX,2017-10-09,2017-10-31,CAL FIRE,110720.0,UNDER INVESTIGATION,2017,2017,0.46423480083857444
1451,LNU-10095,NAPA,SOUTHERN LNU COMPLEX,2017-10-09,2017-10-28,CAL FIRE,51624.0,UNDER INVESTIGATION,2017,2017,0.21645283018867925
1452,MEU-12169,MENDOCINO,MENDOCINO LAKE COMPLEX,2017-10-09,2017-10-26,CAL FIRE,38730.0,UNDER INVESTIGATION,2017,2017,0.16238993710691824
1453,NEU-26295,NEVADA,NEU WIND COMPLEX,2017-10-09,2017-10-18,CAL FIRE,17037.0,UNDER INVESTIGATION,2017,2017,0.07143396226415094
1454,ORC-110494,ORANGE,CANYON 2,2017-10-09,2017-10-17,CC,9217.0,UNDER INVESTIGATION,2017,2017,0.038645702306079666
1455,MRN-2957,SONOMA,THIRTY SEVEN,2017-10-09,2017-10-12,CAL FIRE,1660.0,UNDER INVESTIGATION,2017,2017,0.006960167714884696
1456,CZU-7822,SANTA CRUZ,BEAR,2017-10-16,2017-10-29,CAL FIRE,391.0,ARSON,2017,2017,0.0016394129979035638
1457,CNF-3839,RIVERSIDE,WILDOMAR,2017-10-26,2017-11-01,USFS,866.0,UNDER INVESTIGATION,2017,2017,0.0036310272536687633
1458,HTF-30870,MONO,CHRIS,2017-11-13,2017-11-16,USFS,370.0,UNDER INVESTIGATION,2017,2017,0.0015513626834381552
1459,VNC,VENTURA,THOMAS,2017-12-04,2017-12-15,CC,238500.0,UNDER,2017,2017,1.0
1460,LAC-362189,LOS ANGELES,CREEK,2017-12-05,2017-12-15,LOCAL,15619.0,UNDER INVESTIGATION,2017,2017,0.06548846960167715
1461,,,RYE,2017-12-05,2017-12-12,,6049.0,,2017,2017,0.025362683438155138
1462,,,Skirball,2017-12-06,2017-12-11,,422.0,,2017,2017,0.001769392033542977
1463,,,LILAC,2017-12-07,2017-12-13,,4100.0,,2017,2017,0.017190775681341718
