,id,unit,name,start,end,agency,acres,cause,start_year,end_year,intensity
1212,KNF-5575,SISKIYOU,LITTLE DEER,2014-07-31,2014-08-11,USFS,5503.0,LIGHTNING,2014,2014,0.04105000895148296
1213,KNF-5564,SISKIYOU,JULY COMPLEX,2014-08-03,2014-09-25,USFS,50042.0,LIGHTNING,2014,2014,0.37329175866801934
1214,LNU-6737,YOLO,THIRTY ONE 2,2014-08-09,2014-08-09,CAL FIRE,370.0,VEHICLE,2014,2014,0.002760040580056096
1215,KNF-5956,SISKIYOU,HAPPY CAMP COMPLEX,2014-08-14,2014-10-31,USFS,134056.0,LIGHTNING,2014,2014,1.0
1216,YNP-101,MARIPOSA,MEADOW,2014-08-15,2014-09-29,NPS,4772.0,UNDETERMINED,2014,2014,0.03559706391358835
1217,CND-3148,KERN,WAY,2014-08-18,2014-08-28,USFS,4045.0,UNDETERMINED,2014,2014,0.030173957152234886
1218,MMU-14633,MADERA,JUNCTION,2014-08-18,2014-08-25,CAL FIRE,612.0,UNDETERMINED,2014,2014,0.0045652563107954885
1219,SHU-7763,TRINITY,OREGON,2014-08-24,2014-08-30,CAL FIRE,461.0,VEHICLE,2014,2014,0.0034388613713671897
1220,SHU-8322,SHASTA,GULCH,2014-09-10,2014-09-15,CAL FIRE,1300.0,VEHICLE,2014,2014,0.009697439875872769
1221,CNF-2873,ORANGE,SILVERADO,2014-09-12,2014-09-20,USFS,985.0,UNDETERMINED,2014,2014,0.007347675598257445
1222,ENF-23461,EL DORADO,KING,2014-09-13,2014-10-09,USFS,97717.0,HUMAN,2014,2014,0.728926717192815
1223,MEU-8882,MENDOCINO,BLACK,2014-09-13,2014-09-17,CAL FIRE,403.0,EQUIPMENT USE,2014,2014,0.0030062063615205587
1224,MMU-16429,MADERA,COURTNEY,2014-09-14,2014-09-22,CAL FIRE,320.0,UNDETERMINED,2014,2014,0.002387062123291759
1225,SWR-1266,GLENN,TRACT 17,2014-09-17,2014-09-19,FWS,395.0,HUMAN,2014,2014,0.0029465298084382645
1226,BTU-13428,BUTTE,NELSON,2014-09-18,2014-09-21,CAL FIRE,500.0,ELECTRICAL POWER,2014,2014,0.0037297845676433727
1227,YNP-124,MARIPOSA,DOG ROCK,2014-10-07,2014-10-12,NPS,311.0,UNDETERMINED,2014,2014,0.002319926001074178
1228,NEU-23454,PLACER,APPLEGATE,2014-10-08,2014-10-22,CAL FIRE,459.0,UNDETERMINED,2014,2014,0.0034239422330966164
