,id,unit,name,start,end,agency,acres,cause,start_year,end_year,intensity
948,RRU-41963,RIVERSIDE,PEDLEY,2010-05-12,2010-05-13,CALFIRE,850.0,UI,2010,2010,0.05169687385962778
949,CND-1112,SAN LUIS OBISPO,COTTON,2010-05-15,2010-05-17,USFS,2044.0,UI,2010,2010,0.12431577666950493
950,KRN-1013254,KERN,METZEN,2010-05-15,2010-05-15,CALFIRE/CC,360.0,OTHER,2010,2010,0.021895146575842354
951,RRU-044545,RIVERSIDE,MCKINLEY,2010-05-20,2010-05-22,CALFIRE,1000.0,HUMAN,2010,2010,0.060819851599562096
952,TUU-0000098,TULARE,BALE,2010-06-04,2010-06-04,CALFIRE,485.0,EQUIPMENT,2010,2010,0.029497628025787617
953,MMU-007933,MERCED,CHILDS,2010-06-05,2010-06-05,CALFIRE,462.0,HUMAN,2010,2010,0.02809877143899769
954,FKU-0006047,FRESNO,WHITES,2010-06-07,2010-06-07,CALFIRE,350.0,EQUIPMENT,2010,2010,0.021286948059846735
955,SCU-002282,STANISLAUS,STUHR,2010-06-08,2010-06-10,CALFIRE,586.0,EQUIPMENT,2010,2010,0.03564043303734339
956,MMU-008291,MERCED,ROBINSON,2010-06-11,2010-06-12,CALFIRE,1600.0,UI,2010,2010,0.09731176255929935
957,SCU-002461,ALAMEDA,DIABLO,2010-06-18,2010-06-19,CALFIRE,475.0,,2010,2010,0.028889429509791995
958,BTU-0007746,BUTTE,PALERMO,2010-07-04,2010-07-05,CALFIRE,900.0,MISUSE OF FIRE,2010,2010,0.05473786643960589
959,SBC-006024,SANTA BARBARA,166,2010-07-12,2010-07-12,CALFIRE/CC,350.0,UNDETERMINE,2010,2010,0.021286948059846735
960,MCP-2054,SAN DIEGO,ALISO,2010-07-13,2010-07-15,MILITARY/USFS,3225.0,,2010,2010,0.19614402140858778
961,RRU-062442,RIVERSIDE,CACTUS,2010-07-15,2010-07-18,CALFIRE,720.0,LIGHTNING,2010,2010,0.04379029315168471
962,CND-2466,KERN,BODFISH,2010-07-15,2010-07-18,USFS,552.0,LIGHTNING,2010,2010,0.033572558082958275
963,RRU-062475,RIVERSIDE,SKINNER,2010-07-15,2010-07-18,CALFIRE,503.0,LIGHTNING,2010,2010,0.030592385354579733
964,KNP-0039,FRESNO,SHEEP,2010-07-16,2010-07-16,NPS,8967.0,LIGHTNING,2010,2010,0.5453716092932733
965,CDD-11051,KERN,SAND 2,2010-07-16,2010-07-22,USFS,1254.0,LIGHTNING,2010,2010,0.07626809390585088
966,CDD-11175,KERN,INDIAN,2010-07-18,2010-07-24,USFS,1822.0,LIGHTNING,2010,2010,0.11081376961440215
