,label,start_unix,end_unix,times,intensity
728,"CONTROL BURN, GEYSERS",1202860800,1202860800,"({'starting_time': 1202860800, 'ending_time': 1202860800},)",0.002082921088534561
729,BLUFF,1205625600,1205971200,"({'starting_time': 1205625600, 'ending_time': 1205971200},)",0.0035409658505087534
730,WAWONA NW,1207699200,1208563200,"({'starting_time': 1207699200, 'ending_time': 1208563200},)",0.005884252075110135
731,JOHNSON VMP,1207872000,1212019200,"({'starting_time': 1207872000, 'ending_time': 1212019200},)",0.0022078963538466347
732,SANTA ANITA,1209168000,1209686400,"({'starting_time': 1209168000, 'ending_time': 1209686400},)",0.003041064789260459
733,APACHE,1209427200,1209859200,"({'starting_time': 1209427200, 'ending_time': 1209859200},)",0.004004415792707694
734,COLYEAR,1210032000,1210291200,"({'starting_time': 1210032000, 'ending_time': 1210291200},)",0.006930919922098751
735,HONEY BEE,1210032000,1211500800,"({'starting_time': 1210032000, 'ending_time': 1211500800},)",0.006378945833637093
736,BIGHORN,1210723200,1211328000,"({'starting_time': 1210723200, 'ending_time': 1211328000},)",0.002551578333454837
737,AVOCADO,1211241600,1211328000,"({'starting_time': 1211241600, 'ending_time': 1211328000},)",0.005728032993470042
738,SUMMIT,1211414400,1211846400,"({'starting_time': 1211414400, 'ending_time': 1211846400},)",0.022235182620106438
739,GATOS,1211414400,1211414400,"({'starting_time': 1211414400, 'ending_time': 1211414400},)",0.0017236172007623492
740,CLOVER,1211932800,1216512000,"({'starting_time': 1211932800, 'ending_time': 1216512000},)",0.07967173163644695
741,JOHNSON VMP,1211932800,1212019200,"({'starting_time': 1211932800, 'ending_time': 1212019200},)",0.0022078963538466347
742,85,1212624000,1212710400,"({'starting_time': 1212624000, 'ending_time': 1212710400},)",0.0016767514762703216
743,GRAPEVINE,1212710400,1212883200,"({'starting_time': 1212710400, 'ending_time': 1212883200},)",0.002640102479717556
744,ACOMA,1212796800,1213056000,"({'starting_time': 1212796800, 'ending_time': 1213056000},)",0.0018537997687957592
745,RICHBAR,1212796800,1212883200,"({'starting_time': 1212796800, 'ending_time': 1212883200},)",0.0016246784490569575
746,INDIANS,1212883200,1215648000,"({'starting_time': 1212883200, 'ending_time': 1215648000},)",0.42375988085691374
747,JACKSON,1213056000,1213228800,"({'starting_time': 1213056000, 'ending_time': 1213228800},)",0.033326737416552975
748,41,1213056000,1213142400,"({'starting_time': 1213056000, 'ending_time': 1213142400},)",0.017184098980410126
749,Ophir,1213056000,1213315200,"({'starting_time': 1213056000, 'ending_time': 1213315200},)",0.008331684354138244
