,label,start_unix,end_unix,times,intensity
1054,RIVER,1337299200,1337644800,"({'starting_time': 1337299200, 'ending_time': 1337644800},)",0.001176855662330689
1055,BANNER 4,1337817600,1338249600,"({'starting_time': 1337817600, 'ending_time': 1338249600},)",0.019565225386247706
1056,BILLY,1338422400,1338422400,"({'starting_time': 1338422400, 'ending_time': 1338422400},)",0.001596110492035997
1057,5 MILE,1339113600,1339200000,"({'starting_time': 1339113600, 'ending_time': 1339200000},)",0.0019307788210112867
1058,GAINES,1339459200,1339632000,"({'starting_time': 1339459200, 'ending_time': 1339632000},)",0.006252045706131786
1059,LASSEN,1339459200,1339545600,"({'starting_time': 1339459200, 'ending_time': 1339545600},)",0.0015372677089194626
1061,CASCADE,1339804800,1353888000,"({'starting_time': 1339804800, 'ending_time': 1353888000},)",0.006270434075855703
1062,OZENA,1339804800,1339891200,"({'starting_time': 1339804800, 'ending_time': 1339891200},)",0.0013276402940668086
1060,HIGHLAND,1339804800,1339977600,"({'starting_time': 1339804800, 'ending_time': 1339977600},)",0.007984230134124769
1063,OLD 2,1339891200,1340150400,"({'starting_time': 1339891200, 'ending_time': 1340150400},)",0.0036592855750594865
1064,VIEW,1339891200,1339977600,"({'starting_time': 1339891200, 'ending_time': 1339977600},)",0.0013791277292937764
1065,GULCH,1340064000,1340236800,"({'starting_time': 1340064000, 'ending_time': 1340236800},)",0.0014159044687416104
1066,HILL,1340409600,1340755200,"({'starting_time': 1340409600, 'ending_time': 1340755200},)",0.002533917347955765
1067,DALE,1341446400,1341619200,"({'starting_time': 1341446400, 'ending_time': 1341619200},)",0.003982920882200426
1069,FISH,1341619200,1341792000,"({'starting_time': 1341619200, 'ending_time': 1341792000},)",0.004056474361096094
1068,MILL,1341619200,1342569600,"({'starting_time': 1341619200, 'ending_time': 1342569600},)",0.10849873671899997
1071,SITES,1341705600,1341792000,"({'starting_time': 1341705600, 'ending_time': 1341792000},)",0.0013423509898459422
1070,GRAPEVINE,1341705600,1342051200,"({'starting_time': 1341705600, 'ending_time': 1342051200},)",0.006877250276744964
1072,TURKEY,1341792000,1341878400,"({'starting_time': 1341792000, 'ending_time': 1341878400},)",0.009300837406357227
1073,RAIL,1341792000,1342051200,"({'starting_time': 1341792000, 'ending_time': 1342051200},)",0.006877250276744964
1074,SEVEN,1341878400,1341964800,"({'starting_time': 1341878400, 'ending_time': 1341964800},)",0.003089246113618059
1075,ROBBERS,1341964800,1342828800,"({'starting_time': 1341964800, 'ending_time': 1342828800},)",0.00974583595367602
1076,FLAT,1341964800,1342483200,"({'starting_time': 1341964800, 'ending_time': 1342483200},)",0.006207913618794385
1077,WOODS CREEK,1342310400,1342828800,"({'starting_time': 1342310400, 'ending_time': 1342828800},)",0.0011952440320546062
1078,CALF,1342396800,1342569600,"({'starting_time': 1342396800, 'ending_time': 1342569600},)",0.002353711324661378
1079,SAND,1342483200,1342656000,"({'starting_time': 1342483200, 'ending_time': 1342656000},)",0.0052517183931507
1080,SPANISH,1342569600,1342828800,"({'starting_time': 1342569600, 'ending_time': 1342828800},)",0.004299200841451798
1081,FOREST,1342828800,1343088000,"({'starting_time': 1342828800, 'ending_time': 1343088000},)",0.0019123904512873698
1082,READING,1343001600,1345507200,"({'starting_time': 1343001600, 'ending_time': 1345507200},)",0.10326540669557319
1083,PASKENTA,1343174400,1343174400,"({'starting_time': 1343174400, 'ending_time': 1343174400},)",0.001103302183435021
1084,NORTH,1343433600,1343606400,"({'starting_time': 1343433600, 'ending_time': 1343606400},)",0.0014085491208520435
1085,GRAPE,1343433600,1343520000,"({'starting_time': 1343433600, 'ending_time': 1343520000},)",0.0013607393595698593
1086,CHIPS,1343520000,1346371200,"({'starting_time': 1343520000, 'ending_time': 1346371200},)",0.27662360110477324
1087,PEAK,1343520000,1343865600,"({'starting_time': 1343520000, 'ending_time': 1343865600},)",0.002942139155826723
1089,VOLCANO,1343779200,1344124800,"({'starting_time': 1343779200, 'ending_time': 1344124800},)",0.0013092519243428917
1088,SALT CREEK,1343779200,1344038400,"({'starting_time': 1343779200, 'ending_time': 1344038400},)",0.0036041204658877352
